Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","2010","2010","7010","October","LCU","472","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","2010","2010","7011","November","LCU","492","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","242","Groundnuts, with shell","2010","2010","7012","December","LCU","529","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","497","Lemons and limes","2010","2010","7001","January","LCU","287","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","497","Lemons and limes","2010","2010","7002","February","LCU","246","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","497","Lemons and limes","2010","2010","7003","March","LCU","252","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","497","Lemons and limes","2010","2010","7004","April","LCU","292","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","497","Lemons and limes","2010","2010","7005","May","LCU","265","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","497","Lemons and limes","2010","2010","7006","June","LCU","326","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","497","Lemons and limes","2010","2010","7007","July","LCU","365","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","497","Lemons and limes","2010","2010","7008","August","LCU","482","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","497","Lemons and limes","2010","2010","7009","September","LCU","579","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","497","Lemons and limes","2010","2010","7010","October","LCU","619","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","497","Lemons and limes","2010","2010","7011","November","LCU","607","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","497","Lemons and limes","2010","2010","7012","December","LCU","330","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","201","Lentils","2010","2010","7001","January","LCU","608","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","201","Lentils","2010","2010","7002","February","LCU","653","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","201","Lentils","2010","2010","7003","March","LCU","631","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","201","Lentils","2010","2010","7004","April","LCU","633","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","201","Lentils","2010","2010","7005","May","LCU","648","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","201","Lentils","2010","2010","7006","June","LCU","580","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","201","Lentils","2010","2010","7007","July","LCU","573","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","201","Lentils","2010","2010","7008","August","LCU","474","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","201","Lentils","2010","2010","7009","September","LCU","511","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","201","Lentils","2010","2010","7010","October","LCU","547","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","201","Lentils","2010","2010","7011","November","LCU","593","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","201","Lentils","2010","2010","7012","December","LCU","597","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","333","Linseed","2010","2010","7001","January","LCU","336","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","333","Linseed","2010","2010","7002","February","LCU","337","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","333","Linseed","2010","2010","7003","March","LCU","347","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","333","Linseed","2010","2010","7004","April","LCU","336","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","333","Linseed","2010","2010","7005","May","LCU","328","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","333","Linseed","2010","2010","7006","June","LCU","365","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","333","Linseed","2010","2010","7007","July","LCU","421","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","333","Linseed","2010","2010","7008","August","LCU","437","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","333","Linseed","2010","2010","7009","September","LCU","425","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","333","Linseed","2010","2010","7010","October","LCU","468","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","333","Linseed","2010","2010","7011","November","LCU","484","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","333","Linseed","2010","2010","7012","December","LCU","512","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","56","Maize","2010","2010","7001","January","LCU","144","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","56","Maize","2010","2010","7002","February","LCU","140","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","56","Maize","2010","2010","7003","March","LCU","140","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","56","Maize","2010","2010","7004","April","LCU","134","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","56","Maize","2010","2010","7005","May","LCU","137","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","56","Maize","2010","2010","7006","June","LCU","134","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","56","Maize","2010","2010","7007","July","LCU","137","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","56","Maize","2010","2010","7008","August","LCU","144","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","56","Maize","2010","2010","7009","September","LCU","161","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","56","Maize","2010","2010","7010","October","LCU","170","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","56","Maize","2010","2010","7011","November","LCU","179","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","56","Maize","2010","2010","7012","December","LCU","190","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","446","Maize, green","2010","2010","7001","January","LCU","928","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","446","Maize, green","2010","2010","7002","February","LCU","1290","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","446","Maize, green","2010","2010","7003","March","LCU","1382","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","446","Maize, green","2010","2010","7004","April","LCU","884","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","446","Maize, green","2010","2010","7005","May","LCU","553","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","446","Maize, green","2010","2010","7006","June","LCU","353","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","446","Maize, green","2010","2010","7007","July","LCU","445","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","446","Maize, green","2010","2010","7008","August","LCU","509","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","446","Maize, green","2010","2010","7009","September","LCU","529","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","446","Maize, green","2010","2010","7010","October","LCU","617","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","446","Maize, green","2010","2010","7011","November","LCU","454","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","446","Maize, green","2010","2010","7012","December","LCU","567","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","568","Melons, other (inc.cantaloupes)","2010","2010","7005","May","LCU","432","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","568","Melons, other (inc.cantaloupes)","2010","2010","7006","June","LCU","386","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","568","Melons, other (inc.cantaloupes)","2010","2010","7007","July","LCU","346","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","568","Melons, other (inc.cantaloupes)","2010","2010","7008","August","LCU","214","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","568","Melons, other (inc.cantaloupes)","2010","2010","7009","September","LCU","254","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","568","Melons, other (inc.cantaloupes)","2010","2010","7010","October","LCU","309","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","568","Melons, other (inc.cantaloupes)","2010","2010","7011","November","LCU","818","","Official data"
"PP","Producer Prices","231","United States of America","5530","Producer Price (LCU/tonne)","568","Melons, other (inc.cantaloupes)","2010","2010","7012","December","LCU","368","","Official data"
